# Time-averaged data for fix 4
# TimeStep f_hot1 f_cold1 c_block1_temp c_block2_temp c_block3_temp c_block4_temp c_block5_temp c_block6_temp c_block7_temp c_block8_temp c_block9_temp c_block10_temp
1509000 -1590.96 1619.33 262.877 272.387 280.008 286.461 293.13 300.503 308.716 314.289 325.814 336.529
1510000 -1590.79 1619.94 263.902 270.538 279.891 286.219 294.146 299.737 308.075 314.739 327.152 335.306
1511000 -1591.89 1622.57 264.013 270.649 279.912 285.727 293.889 298.393 308.671 316.312 326.116 335.061
1512000 -1593.39 1624.5 264.528 271.006 279.284 285.714 293.517 298.934 308.791 317.153 325.188 334.381
1513000 -1594.21 1625.98 264.405 270.348 278.574 286.213 291.795 300.684 307.524 320.546 323.035 334.376
1514000 -1595.66 1628.62 263.554 269.607 279.368 284.835 293.064 301.256 305.506 321.514 323.249 334.2
1515000 -1597.49 1629.62 263.001 269.539 277.298 285.739 293.511 301.947 304.101 321.935 323.484 336.159
1516000 -1599.48 1629.97 263.949 269.322 277.168 285.42 294.061 301.46 303.974 321.117 324.533 336.732
1517000 -1598.29 1629.28 265.507 268.911 277.582 284.687 295.718 300.183 304.191 320.731 324.04 335.408
1518000 -1598.37 1632.36 265.904 269.453 276.432 283.831 296.232 300.152 304.148 321.503 323.646 335.475
1519000 -1602.16 1633.3 264.174 270.752 276.147 283.765 296.232 300.233 303.367 323.143 325.073 334.76
1520000 -1602.97 1634.79 262.371 272.207 277.037 282.622 295.66 300.898 303.591 322.556 325.976 332.927
1521000 -1604.13 1635.86 262.486 272.492 277.396 282.865 294.258 301.16 304.464 321.537 326.125 333.748
1522000 -1604.69 1638.47 262.573 272.159 277.378 284.091 292.556 299.847 306.868 320.417 326.388 335.147
1523000 -1607.14 1636.02 262.901 271.608 277.453 284.586 292.579 299.835 307.351 320.03 327.628 333.981
1524000 -1609.14 1638.81 262.236 271.981 277.961 283.577 293.011 299.436 306.958 320.595 326.896 335.445
1525000 -1610.12 1639.12 262.743 270.935 278.609 283.245 294.628 298.326 308.289 320.459 326.964 335.249
1526000 -1610.04 1641.01 263.144 270.301 278.162 283.801 294.807 297.206 308.506 320.566 327.592 335.639
1527000 -1612.31 1641.56 263.051 270.879 278.58 283.933 293.987 296.241 309.681 319.257 329.18 334.406
1528000 -1614.8 1643.12 262.993 270.271 278.664 284.441 293.872 296.81 309.234 319.948 328.474 335.474
1529000 -1613.9 1643.72 262.511 270.58 279.237 284.928 293.528 297.983 308.22 320.199 329.037 334.303
1530000 -1616.99 1642.96 261.822 271.699 280.069 285.466 292.16 298.302 307.785 321.378 328 334.136
1531000 -1616.33 1644.72 260.862 271.282 279.983 286.905 291.701 298.781 306.624 322.42 326.204 335.715
1532000 -1617.27 1648.72 259.88 269.682 280.36 286.773 292.729 300.015 304.572 320.968 328.042 336.221
1533000 -1617.85 1647.92 260.299 270.651 279.622 285.973 293.485 299.918 303.388 321.457 329.878 335.418
1534000 -1618.28 1648.47 259.51 270.815 280.652 285.753 292.419 300.814 303.371 320.222 330.815 334.049
1535000 -1620.05 1648.4 260.062 270.67 281.925 284.937 291.622 301.819 303.648 318.897 331.698 333.836
1536000 -1621.67 1648.97 260.188 271.235 281.037 283.938 293.879 301.211 304.381 318.209 331.673 334.71
1537000 -1622.97 1650.09 261.247 269.675 282.659 283.571 293.91 300.54 305.324 317.775 331.455 336.15
1538000 -1622.88 1649.03 262.972 268.583 283.269 283.045 293.633 301.359 306.792 316.332 330.751 336.682
1539000 -1625 1652.31 261.207 269.577 283.408 283.39 292.996 302.572 306.193 314.63 330.905 336.942
1540000 -1626.54 1653 260.574 270.258 283.752 284.045 292.79 301.239 305.309 315.729 331.278 336.821
1541000 -1627.7 1654.12 259.462 269.893 284.996 283.502 293.975 299.833 305.269 317.136 330.763 336.289
1542000 -1626.17 1654.94 260.129 270.005 284.514 282.537 294.827 299.355 305.888 316.698 330.411 336.975
1543000 -1627.11 1656.01 260.527 270.759 281.678 283.743 295.985 298.297 307.415 315.037 330.382 337.093
1544000 -1627.24 1656.55 261.844 270.639 280.485 284.882 294.98 299.819 306.72 314.336 330.041 337.635
1545000 -1627.44 1656.42 261.79 270.76 279.664 285.878 293.04 301.038 306.369 314.775 329.443 336.345
1546000 -1627.74 1657.53 261.739 270.643 279.063 286.687 292.026 301.292 307.696 314.479 328.105 337.555
1547000 -1627.9 1658.77 262.7 270.296 278.162 287.343 291.172 301.952 307.645 312.951 329.24 336.659
1548000 -1630.1 1660.01 261.137 270.097 278.777 287.139 292.062 302.1 307.13 311.699 330.462 337.085
1549000 -1629.46 1661.36 260.889 270.601 279.325 286.965 291.285 303.422 306.906 312.445 328.018 338.977
1550000 -1634.32 1663.63 260.285 270.877 277.898 286.942 293.234 301.642 307.626 311.075 331.081 338.44
1551000 -1633.32 1663.35 261.01 270.076 278.022 286.197 294.321 299.994 308.325 310.494 331.514 338.404
1552000 -1634.73 1665.16 260.965 270.208 277.722 286.465 295.152 300.103 306.454 311.12 330.524 339.809
1553000 -1635.33 1667.85 261.125 269.826 277.157 287.925 293.051 302.99 304.488 312.271 330.312 339.22
1554000 -1635.86 1667.85 261.352 269.118 277.836 289.326 290.87 303.477 305.234 312.426 328.961 340.141
1555000 -1637.9 1671.57 260.987 266.982 278.224 288.906 291.675 302.502 307.1 311.147 328.338 340.282
1556000 -1636.38 1671.69 260.241 267.461 278.864 288.127 293.042 300.224 307.548 312.449 326.763 340.876
1557000 -1639.59 1673.02 259.052 269.409 278.222 287.557 292.643 300.658 306.486 313.174 327.766 340.803
1558000 -1639.62 1673.96 257.745 270.788 278 286.352 293.222 301.413 304.98 313.211 330.111 339.388
1559000 -1638.34 1673.54 259.216 269.326 279.101 285.322 292.754 300.713 306.661 312.7 329.264 339.453
1560000 -1642.28 1675.03 259.889 268.867 278.225 286.392 291.56 300.858 309.107 310.245 329.048 339.93
1561000 -1640.62 1676.22 262.37 268.119 277.41 286.638 291.908 300.381 310.497 308.636 330.861 339.409
1562000 -1641.82 1674.47 262.413 267.577 278.569 285.693 291.85 301.025 310.258 309.417 329.207 340.106
1563000 -1643.96 1676.26 262.247 267.399 279.268 284.621 292.568 300.622 309.438 311.709 328.712 339.124
1564000 -1645.14 1678.31 261.796 268.535 278.559 284.438 292.551 301.373 308.266 312.682 329.882 337.747
1565000 -1645.11 1679.79 261.782 269.397 277.755 284.267 293.317 300.973 308.837 313.007 327.761 338.618
1566000 -1648.32 1680.66 260.855 270.378 276.679 285.153 294.188 299.677 309.557 313.85 325.844 340.859
1567000 -1648.47 1680.3 261.752 270.758 275.919 285.756 294.49 298.712 309.664 312.594 328.269 339.336
1568000 -1648.86 1681.01 261.402 271.15 276.034 286.846 293.139 298.837 309.797 312.66 327.92 339.583
1569000 -1648.36 1682.79 259.965 271.798 276.286 287.343 291.766 299.943 310.571 313.016 326.837 339.216
1570000 -1650.81 1683.66 259.726 272.792 276.991 284.664 292.13 301.722 310.886 312.73 326.56 338.653
1571000 -1652.02 1683.55 261.47 271.707 278.393 283.357 293.181 300.641 311.264 311.612 327.968 338.157
1572000 -1650.75 1684.24 261.407 269.748 280.868 283.174 292.49 301.425 310.093 312.383 328.873 337.432
1573000 -1651.18 1685.77 261.544 270.432 281.369 281.332 292.081 303.453 308.983 311.971 329.291 336.666
1574000 -1656.56 1686.66 261.307 270.561 281.015 282.44 292.366 303.057 309.119 311.901 330.792 335.82
1575000 -1658.17 1688.5 260.298 271.431 281.32 282.1 291.413 303.445 308.204 312.882 330.836 336.637
1576000 -1658.86 1688.04 262.289 271.387 279.866 281.795 293.018 303.482 307.523 310.919 332.58 337.764
1577000 -1660.21 1688.14 262.501 272.074 278.399 283.324 293.837 302.13 307.384 311.235 332.749 337.629
1578000 -1661.42 1687.55 263.653 271.49 277.613 284.871 294.284 300.399 308.009 312.547 332.068 338.042
1579000 -1660.44 1690.53 263.46 271.565 275.645 286.935 294.674 297.866 308.684 312.971 331.915 336.222
1580000 -1662.29 1694.03 262.785 272.172 274.906 287.113 294.841 297.842 308.352 312.981 332.071 335.545
1581000 -1663.85 1693.34 262.62 272.226 275.748 286.585 293.75 298.711 308.652 313.996 330.267 336.826
1582000 -1662.16 1694.05 262.598 270.787 277.28 285.79 294.369 298.509 309.265 314.412 327.595 338.272
1583000 -1664.69 1694.28 262.416 271.402 277.343 285.342 293.778 299.198 309.601 313.355 328.195 338.642
1584000 -1664.12 1695.09 262.372 272.498 276.384 284.971 294.777 299.492 309.278 312.879 328.83 337.435
1585000 -1664.94 1696.56 262.67 272.039 276.433 284.222 294.799 300.395 307.825 313.786 328.603 336.259
1586000 -1665.54 1697.12 263.22 269.775 278.259 284.64 294.083 302.583 306.219 315.254 327.674 336.707
1587000 -1666.92 1697.06 264.518 268.015 279.335 284.831 293.672 303.338 306.531 315.787 326.413 337.697
1588000 -1668.33 1698.74 264.292 266.592 279.565 284.699 293.697 302.302 307.793 315.992 326.73 337.437
1589000 -1668.93 1700.72 263.669 266.51 279.201 285.342 294.529 301.474 307.989 315.064 325.86 337.955
1590000 -1669.95 1702.51 263.699 266.352 278.319 285.513 294.625 302.399 307.288 314.587 326.465 337.545
1591000 -1670.04 1702.8 264.34 265.937 279.029 284.425 295.124 302.181 309.406 313.942 326.946 336.282
1592000 -1672.29 1703.57 264.012 266.079 278.364 285.037 295.018 301.813 310.734 314.169 327.334 334.414
1593000 -1671.34 1705.39 263.087 266.352 278.211 285.796 295.124 300.92 309.707 316.382 327.228 333.685
1594000 -1672.36 1705.57 263.096 265.866 278.456 286.578 293.829 301.12 310.427 317.092 327.305 333.494
1595000 -1671.83 1706.53 261.942 266.191 278.843 287.488 293.437 299.697 311.758 316.395 327.322 333.867
1596000 -1674.61 1707.15 261.282 266.661 278.278 288.591 292.448 298.954 313.205 316.941 326.637 333.746
1597000 -1673.13 1708.16 260.585 267.36 279.337 287.646 292.322 299.368 312.025 318.18 324.829 333.928
1598000 -1675 1707.79 260.195 268.425 280.241 287.044 290.23 301.585 310.896 318.84 324.971 333.646
1599000 -1674.9 1708.53 260.689 268.451 280.574 285.768 290.909 302.16 310.085 320.332 323.883 332.379
1600000 -1674.36 1711.86 259.877 268.847 279.552 286.105 290.956 302.691 308.91 322.618 322.759 333.022
1601000 -1679.21 1710.96 261.292 268.277 279.765 285.347 290.914 303.966 307.103 323.595 323.004 333.51
1602000 -1678.78 1711.19 262.843 267.459 280.047 284.192 290.73 305.025 307.39 321.524 324.157 333.4
1603000 -1682.2 1713.67 262.255 267.944 278.987 285.245 291.388 304.336 307.094 321.466 324.093 334.68
1604000 -1683.59 1711.57 262.161 269.078 279.243 284.239 292.492 303.958 307.937 320.072 324.112 335.702
1605000 -1682.93 1713.65 261.835 270.157 279.625 283.729 292.637 303.312 307.776 320.425 324.435 335.875
1606000 -1685.09 1714.84 261.683 270.473 280.333 282.742 293.177 302.77 307.456 320.712 324.262 336.017
1607000 -1685.47 1713.61 264.458 268.522 280.561 282.264 293.941 301.588 309.606 319.438 322.865 336.905
1608000 -1686.7 1715.36 263.887 267.813 280.952 282.681 294.296 301.609 309.206 318.566 323.034 336.393
1609000 -1685.78 1716.05 262.349 270.051 280.598 282.15 294.725 301.566 308.589 318.904 324.041 336.076
1610000 -1685.47 1716.26 262.236 271.671 278.514 284.655 292.897 303.134 309.025 316.41 325.922 334.617
1611000 -1686.09 1717.49 261.336 271.425 279.377 285.969 292.733 302.548 309.71 316.46 326.61 333.924
1612000 -1689.08 1717.89 260.11 270.113 279.821 287.353 291.046 303.685 309.986 316.278 326.488 333.132
1613000 -1688.97 1720.24 260.921 269.404 281.061 287.024 290.054 303.91 309.553 315.828 326.5 332.989
1614000 -1687.6 1720.39 261.738 269.515 281.084 287.52 289.262 303.021 310.201 316.364 326.554 333.451
1615000 -1692.15 1721.96 261.484 270.336 280.464 287.017 290.89 302.716 308.869 316.149 326.12 335.087
1616000 -1690.23 1724.13 261.011 269.346 280.001 288.052 292.08 302.074 309.208 313.341 328.135 333.755
1617000 -1691.36 1725.76 261.013 269.007 278.462 289.149 292.646 301.95 308.039 313.907 328.852 333.619
1618000 -1693.26 1725.82 260.436 269.254 279.066 290.159 291.733 301.811 308.223 312.653 329.045 334.04
1619000 -1693.92 1725.8 260.79 270.8 277.516 292.041 290.715 301.268 308.274 312.225 329.69 334.676
1620000 -1697.13 1725.87 261.721 270.429 277.781 291.484 293.318 299.609 306.666 314.041 328.717 335.939
1621000 -1694.28 1726.16 263.389 268.953 277.423 292.255 293.665 297.742 307.036 316.221 326.618 335.655
1622000 -1696.73 1726.43 264.146 268.266 278.635 291.151 294.644 296.86 307.324 317.412 324.987 336.577
1623000 -1696.41 1726.86 264.612 266.841 279.364 290.661 294.678 297.959 306.777 317.668 324.404 336.215
1624000 -1697.16 1727.45 265.047 267.649 278.665 291.008 293.626 298.206 308.127 317.548 325.046 334.361
1625000 -1697.77 1729.14 265.293 268.353 277.637 290.568 294.131 298.314 307.068 317.998 325.199 333.374
1626000 -1699.08 1731.24 264.933 267.531 278.439 289.695 294.835 298.651 307.889 317.175 323.613 333.319
1627000 -1697.34 1732.74 264.867 266.849 278.986 290.036 294.417 298.907 309.401 316.502 323.356 333.484
1628000 -1699.2 1734.46 263.466 268.514 278.291 290.036 292.396 300.256 309.632 315.829 323.976 332.608
1629000 -1698.63 1734.21 263.565 267.724 279.793 290.972 290.05 299.603 310.454 317.15 323.042 332.407
1630000 -1700.5 1736.35 262.8 266.852 280.386 291.423 290.001 299.319 311.254 314.848 324.833 332.058
1631000 -1703.27 1737 264.33 265.827 281.518 289.068 291.455 298.895 309.894 314.588 327.195 331.302
1632000 -1704.04 1739.08 264.874 265.748 280.789 288.892 291.823 298.953 307.423 317.777 326.67 333.446
1633000 -1705.73 1738.24 264.508 267.033 279.558 289.296 291.062 298.608 308.884 318.266 325.875 334.269
1634000 -1706.26 1739.05 263.728 267.29 280.991 288.795 290.663 297.702 309.447 319.71 324.189 333.662
1635000 -1707.11 1740.73 263.449 268.331 280.776 286.868 292.785 297.55 308.041 320.822 322.512 334.596
1636000 -1707.44 1740.74 264.908 267.655 281.674 285.164 294.279 296.65 307.844 319.721 326.297 332.882
1637000 -1707.12 1741.8 264.749 268.648 281.232 285.235 293.618 297.486 307.13 319.312 327.882 330.197
1638000 -1708.14 1743.8 263.601 270.55 280.012 285.01 292.99 297.915 307.726 318.613 327.661 331.005
1639000 -1708.9 1744.52 262.916 270.536 279.616 284.207 294.154 297.836 307.369 319.149 325.305 334.147
1640000 -1711.43 1747.88 261.721 270.915 280.239 283.489 293.352 298.744 307.589 319.784 324.319 335.892
1641000 -1714.81 1747.45 261.246 272.068 279.713 284.134 290.835 300.305 306.873 320.46 325.71 335.58
1642000 -1714.54 1749 261.416 272.517 279.795 283.08 291.077 300.611 305.658 322.038 325.092 334.472
1643000 -1712.55 1749.25 261.845 271.967 281.91 281.986 289.656 300.798 306.914 320.791 324.668 334.901
1644000 -1712.74 1749.72 261.352 273.562 280.898 282.069 290.63 300.001 306.954 320.975 324.566 334.094
1645000 -1716.79 1750.98 260.698 274.835 279.795 282.431 292.314 297.766 307.785 321.258 324.716 333.305
1646000 -1715.77 1752.01 261.97 274.65 278.909 284.023 292.805 296.476 307.749 321.524 324.5 333.114
1647000 -1716.73 1751.9 263.133 273.235 278.872 283.334 294.007 297.141 306.435 321.512 325.957 332.661
1648000 -1718.39 1751.88 264.667 273.813 277.328 284.388 293.908 296.46 307.157 320.024 326.542 333.063
1649000 -1720.3 1753.36 265.872 272.963 277.219 285.282 293.01 296.904 306.508 319.798 327.344 333.842
1650000 -1720.37 1756.04 265.245 272.349 276.727 286.135 293.073 296.813 306.07 319.68 327.917 331.918
1651000 -1719.44 1757.8 264.677 271.825 275.438 287.795 291.499 299.049 305.26 318.55 328.555 330.634
1652000 -1718.72 1758.39 263.553 272.339 274.755 288.057 292.067 299.471 305.547 317.819 327.373 330.692
1653000 -1720.47 1758.78 264.058 272.971 275.45 287.063 291.97 300.44 305.717 316.722 326.614 331.211
1654000 -1722.74 1760.38 265.109 272.436 275.213 285.876 291.368 301.453 303.349 318.479 327.774 329.55
1655000 -1719.95 1761.56 265.211 271.842 275.145 286.72 291.98 300.75 304.282 317.979 327.207 330.119
1656000 -1720.78 1762.16 264.391 272.716 276.191 285.403 292.352 301.303 304.234 315.657 328.543 329.332
1657000 -1722.47 1763.79 264.623 270.587 278.886 283.66 294.115 301.874 303.916 314.334 327.596 330.767
1658000 -1723.2 1763.23 264.075 270.778 278.253 283.239 295.005 302.633 302.765 314.788 327.821 331.181
1659000 -1724.42 1764.86 263.783 271.625 277.978 283.102 296.677 301.904 301.598 313.895 329.126 331.869
1660000 -1725.99 1764.41 263.074 271.183 279.131 282.846 295.813 302.327 302.632 311.831 329.387 332.924
1661000 -1727.15 1766.53 264.068 271.429 277.243 282.963 296.587 302.543 303.598 311.025 329.523 332.727
1662000 -1727.94 1767.09 264.009 270.996 276.924 284.963 296.479 301.57 303.558 309.964 329.232 334.771
1663000 -1729.52 1768.42 262.875 272.947 276.418 285.437 296.151 301.844 304.345 308.436 328.832 335.736
1664000 -1731.23 1769.79 261.734 274.545 276.336 285.185 295.27 303.168 303.121 310.109 326.835 337.966
1665000 -1733.15 1770.1 261.202 273.186 278.047 284.991 294.575 303.51 302.166 312.717 325.714 337.3
1666000 -1735.24 1772.63 260.915 272.486 278.772 284.477 295.025 303.001 302.302 314.115 324.943 336.529
1667000 -1736.25 1774.97 259.856 272.43 277.973 285.345 295.311 302.624 302.985 313.718 324.56 338.259
1668000 -1737.9 1775.29 259.657 273.1 277.906 285.213 294.894 302.089 303.98 313.139 324.983 337.899
1669000 -1738.09 1774.9 260.176 272.845 277.949 286.207 293.208 302.956 304.122 312.084 325.435 338.447
1670000 -1738.23 1775.71 261.447 271.865 277.762 287.083 292.547 302.427 305.376 311.271 325.811 337.8
1671000 -1742.68 1777.9 261.929 271.037 275.972 289.078 292.306 302.699 305.45 311.627 324.763 340.089
1672000 -1743.15 1777.06 262.72 270.438 276.209 287.674 293.465 303.115 305.748 312.335 323.709 340.871
1673000 -1742.52 1777.71 263.181 268.975 277.775 287.342 294.249 300.237 308.892 312.825 322.103 340.362
1674000 -1743.94 1777.92 262.919 269.604 278.024 287.149 294.022 299.989 308.316 314.237 321.179 340.673
1675000 -1744.67 1778.33 263.611 268.884 278.519 287.086 294.568 300.178 307.653 313.701 322.505 340.518
1676000 -1745.78 1779.41 264.007 269.327 277.977 286.391 294.381 302.889 305.052 315.007 321.688 339.938
1677000 -1746.96 1780.37 263.546 269.8 276.331 287.478 294.677 302.175 304.656 315.886 321.829 339.856
1678000 -1749.96 1780.41 263.477 269.275 276.439 288.542 294.747 302.14 304.268 316.757 321.481 340.033
1679000 -1747.98 1782.17 262.197 269.952 276.049 288.964 294.49 301.937 305.06 316.957 320.878 339.833
1680000 -1749.05 1782.29 260.716 271.764 275.451 289.105 294.663 302.755 304.238 317.64 320.201 339.311
1681000 -1749.92 1784.34 259.793 272.551 275.47 288.816 295.642 301.96 304.512 318.026 320.512 340.078
1682000 -1750.48 1783.42 260.229 272.375 276.005 287.81 298.028 300.398 305.032 316.892 322.096 337.96
1683000 -1752.24 1785.58 261.37 271.152 277.344 287.678 298.092 299.721 306.431 315.373 324.185 336.219
1684000 -1753.52 1786.86 260.208 271.169 278.018 286.335 298.861 299.41 306.925 315.489 323.931 336.219
1685000 -1754.31 1786.31 260.932 269.434 278.098 287.051 298.616 299.219 307.986 315.654 323.941 335.719
1686000 -1754.76 1788.02 261.481 269.858 277.149 286.845 298.173 299.186 307.253 316.783 324.676 334.8
1687000 -1753.46 1789.55 260.321 271.112 276.656 287.003 297.263 300.205 307.681 318.854 323.499 334.34
1688000 -1754.2 1790.71 261.084 269.967 277.061 285.937 297.636 300.008 308.695 319.581 322.492 333.113
1689000 -1758.69 1790.01 263.209 269.183 276.322 285.678 298.428 299.63 308.389 319.747 321.889 334.78
1690000 -1760.3 1792.18 263.056 268.845 276.899 286.036 296.866 302.037 307.8 319.164 321.862 336.732
1691000 -1761.42 1791.94 264.04 267.097 278.193 285.963 296.188 302.087 307.702 318.262 323.56 337.386
1692000 -1760.36 1793.1 264.595 266.766 278.581 285.599 294.863 302.124 307.385 317.329 325.742 336.051
1693000 -1761.2 1794.56 264.387 267.11 277.987 285.696 293.933 303.17 307.625 316.544 327.461 334.615
1694000 -1762.24 1793.38 263.572 268.6 277.428 286.707 295.072 301.806 308.015 315.205 328.43 334.496
1695000 -1763.79 1793.51 263.995 268.152 278.297 285.77 295.952 302.274 306.941 315.541 328.059 334.496
1696000 -1764.56 1795.69 264.19 268.486 278.418 286.782 294.153 301.842 307.343 315.561 329.54 333.254
1697000 -1764.12 1795.19 263.501 269.191 278.409 285.774 295.101 301.677 307.533 315.819 329.068 333.555
1698000 -1766.98 1799.04 262.231 270.15 277.748 285.391 295.258 300.789 308.982 316.256 328.41 333.311
1699000 -1768.75 1799.6 261.566 270.513 278.661 285.855 295.089 299.683 311.062 315.249 328.385 333.265
1700000 -1768.56 1801.43 261.078 269.928 277.568 286.664 294.764 299.641 311.618 315.964 327.294 333.469
1701000 -1769.57 1802.41 260.056 270.308 277.097 287.267 295.623 298.42 310.524 317.664 325.597 334.141
1702000 -1769.71 1801.63 260.572 269.894 277.561 284.684 298.371 297.292 309.509 319.782 324.957 335.121
1703000 -1770.55 1804.05 260.512 269.74 278.927 284.031 296.791 299.321 308.756 319.692 324.784 335.237
1704000 -1773.22 1806.46 259.298 269.161 279.05 284.775 296.994 297.963 309.967 319.056 325.472 334.878
1705000 -1771.45 1807.35 258.145 269.79 277.879 284.472 297.216 299.449 308.223 320.396 325.919 332.889
1706000 -1774.65 1809.92 257.296 270.56 277.929 284.454 295.642 299.485 308.957 321.423 325.429 333.333
1707000 -1774.88 1812.02 258.139 270.395 277.459 285.158 293.886 301.068 307.575 321.589 327.037 331.61
1708000 -1774.11 1813.09 258.7 269.569 277.408 285.288 293.332 301.095 310.231 318.87 328.549 330.841
1709000 -1777.05 1812.32 260.455 269.711 275.928 285.401 293.313 301.773 310.721 318.587 327.691 330.961
1710000 -1778.78 1813.85 261.363 269.832 274.727 285.822 292.25 302.305 311.506 318.254 326.904 331.571
1711000 -1778.59 1815.23 261.61 270.142 273.381 286.399 291.941 303.306 311.185 318.111 328.301 331.09
1712000 -1782.33 1817.14 262.281 270.034 272.295 287.87 291.546 302.332 310.945 319.692 325.706 332.913
1713000 -1779.16 1817.38 262.216 269.168 272.357 287.496 292.012 302.15 311.139 321 324.793 330.924
1714000 -1778.39 1818.25 262.864 268.252 273.503 286.457 292.315 302.077 310.58 320.529 327.699 329.469
1715000 -1780.93 1819.5 262.104 267.626 276.253 284.953 291.087 303.32 310.159 319.116 329.186 330.412
1716000 -1784.93 1821.31 261.655 268.047 276.438 284.314 291.364 302.27 311.054 319.142 328.161 330.647
1717000 -1786.63 1822.8 260.339 268.149 276.617 284.636 292.329 301.483 310.925 319.302 327.542 332.361
1718000 -1790.02 1824.35 259.811 268.477 276.168 284.111 294.033 300.825 308.758 322.044 326.647 333.883
1719000 -1789.7 1827.29 259.067 267.58 277.28 284.082 293.636 300.911 308.143 322.208 326.876 334.072
1720000 -1790.04 1827.01 259.202 266.208 278.791 284.432 291.745 302.133 307.585 322.085 327.058 334.588
1721000 -1792.09 1827.21 260.005 266.043 278.842 284.776 291.806 302.152 308.943 320.97 326.213 336.289
1722000 -1793.48 1827.59 260.071 267.785 278.121 284.112 292.303 302.444 308.935 320.835 324.348 338.756
1723000 -1795.04 1827.94 260.081 268.24 278.023 283.573 292.908 302.454 308.42 320.048 325.072 339.559
1724000 -1798.2 1829.25 259.201 267.581 280.173 283.121 293.994 300.852 308.667 319.966 325.415 340.026
1725000 -1797.56 1830.09 259.496 266.655 281.286 281.907 294.402 301.878 307.829 320.577 324.7 339.288
1726000 -1796.92 1832.27 261.132 266.267 280.402 281.658 293.461 303.885 308.294 320.849 324.242 337.48
1727000 -1797.88 1829.42 262.094 267.824 279.372 282.516 293.492 304.006 308.982 318.847 325.187 336.259
1728000 -1798.67 1829.38 262.126 268.969 278.156 283.614 293.398 302.77 309.563 318.488 326.846 335.085
1729000 -1798.55 1832.15 261.588 269.645 277.771 284.192 292.991 301.393 310.706 318.34 326.891 334.489
1730000 -1797.44 1831.66 262.1 270.651 276.876 284.256 293.167 301.334 309.923 320.396 325.626 333.626
1731000 -1799.67 1832.55 260.651 272.483 278.005 283.883 293.105 299.842 311.155 320.881 325.315 333.715
1732000 -1801.9 1834.37 259.417 273.471 278.711 283.617 293.19 299.393 309.958 321.02 326.135 334.422
1733000 -1803.77 1835.18 260.083 272.705 278.932 284.17 292.14 300.248 308.493 322.212 326.34 333.538
1734000 -1802.46 1835.92 260.434 272.456 277.211 286.251 290.726 300.405 308.051 322.342 327.064 332.606
1735000 -1804.88 1835.85 261.186 272.961 277.454 286.239 291.287 300.022 307.429 323.678 327.849 332.002
1736000 -1805.29 1836.59 261.522 272.661 278.835 285.527 291.212 299.937 307.646 323.984 327.518 331.197
1737000 -1805.23 1835.39 262.395 271.937 279.773 285.26 290.736 299.624 307.998 324.345 327.64 331.152
1738000 -1806.45 1838 263.824 270.74 279.131 286.112 289.965 299.869 307.577 323.751 327.63 332.744
1739000 -1808.4 1838.77 263.688 271.022 278.475 287.602 289.381 299.659 307.313 323.413 327.644 333.105
1740000 -1808.52 1839.23 263.006 271.363 278.423 287.715 289.199 300.031 306.911 323.937 328.139 331.981
1741000 -1811.82 1839.88 263.799 270.653 278.158 288.418 289.698 299.124 307.145 323.319 329.95 332.596
1742000 -1815.89 1839.43 265.704 269.935 278.807 286.952 290.029 298.526 308.14 321.17 330.598 335.077
1743000 -1814.99 1839.72 265.687 271.036 277.503 287.419 290.431 298.719 307.884 321.538 329.206 335.283
1744000 -1815.02 1840.86 265.725 271.922 277.502 285.821 291.766 298.484 307.899 321.217 329.05 335.969
1745000 -1813.88 1839.91 266.886 269.751 279.55 284.537 293.575 297.136 307.558 322.334 329.17 334.627
1746000 -1817.03 1844.27 265.512 270.6 279.364 283.541 294.873 295.503 309.378 323.934 326.991 334.095
1747000 -1818.24 1844.51 264.474 272.276 277.184 284.946 292.723 297.188 309.812 322.455 327.409 335.291
1748000 -1818.62 1845.13 264.217 272.931 277.127 285.738 291.715 299.325 308.849 321.645 326.55 336.248
1749000 -1820.85 1846.51 263.754 272.326 277.218 284.92 292.734 299.208 309.463 320.28 326.722 336.45
1750000 -1820.6 1846.45 264.476 271.43 279.553 283.582 292.432 298.832 310.895 319.814 327.099 336.654
1751000 -1823.36 1845.46 264.824 271.713 279.004 284.474 291.173 300.001 310.384 320.609 326.54 338.34
1752000 -1824.06 1848.71 265.484 270.334 279.84 284.739 289.339 300.929 311.601 320.374 325.461 339.117
1753000 -1827.38 1850.72 264.849 270.92 279.067 284.334 290.203 301.224 312.683 319.389 326.119 337.793
1754000 -1825.06 1851.69 263.846 270.703 279.878 284.31 290.437 300.304 313.989 318.048 327.189 336.066
1755000 -1825.98 1852.24 263.625 270.129 279.319 286.973 289.424 301.078 314.152 318.003 327.08 335.317
1756000 -1826.69 1854.7 263.526 270.335 278.645 286.463 289.977 300.869 315.054 318.003 325.289 335.73
1757000 -1827.68 1856.51 262.366 270.537 278.835 286.478 288.943 303.11 313.472 319.08 323.893 334.88
1758000 -1827.65 1858.05 262.272 270.31 278.752 284.22 290.556 302.988 313.478 320.204 322.334 335.093
1759000 -1828.52 1860.25 260.406 271.262 278.4 283.639 292.392 302.098 312.433 321.151 322.313 334.558
1760000 -1828.56 1862.46 259.88 271.758 278.712 283.352 293.114 302.028 312.048 321.589 321.651 334.278
1761000 -1828.78 1863.02 260.405 271.528 278.438 283.142 293.726 302.942 310.319 322.027 321.368 333.651
